,domain,source
1417,newsline.com,['mbfc']
1418,newspunch.com,"['buzzfeed', 'mbfc']"
1419,newsela.com,['mbfc']
1420,newsguardtech.com,['mbfc']
1421,newsbud.com,['mbfc']
1422,newstarget.com,"['opensources', 'mbfc']"
1423,news24.com,['mbfc']
1424,news-gazette.com,['mbfc']
1425,newsday.com,['mbfc']
1426,en.newsner.com,['mbfc']
1427,nknews.org,['mbfc']
1428,www3.nhk.or.jp,['mbfc']
1429,nextbigfuture.com,['mbfc']
1430,newsweek.com,['mbfc']
1431,newsnow.co.uk,['mbfc']
1432,newsone.com,['mbfc']
1433,nolabels.org,['mbfc']
1434,newswars.com,['mbfc']
1435,niskanencenter.org,['mbfc']
1436,nodisinfo.com,"['opensources', 'mbfc']"
1437,nextobserver.com,['mbfc']
1438,nextgov.com,['mbfc']
1439,politicops.com,"['allcott', 'opensources', 'mbfc', 'politifact']"
1440,newsy.com,['mbfc']
1441,newsmax.com,"['opensources', 'mbfc']"
1442,nextnewsnetwork.com,['mbfc']
1443,newslogue.com,"['opensources', 'mbfc']"
1444,nmws.us,['mbfc']
1445,now8news.com,"['buzzfeed', 'opensources', 'mbfc', 'politifact']"
1446,north99.org,['mbfc']
1447,notliberal.com,['mbfc']
1448,nwitimes.com,['mbfc']
1449,noozhawk.com,['mbfc']
1450,novinite.com,['mbfc']
1451,noscomunicamos.com,"['allcott', 'mbfc']"
1452,ntd.tv,['mbfc']
1453,northkoreatimes.com,['mbfc']
1454,npr.org,['mbfc']
1455,npcdaily.com,['mbfc']
1456,nova-magazine.net,['mbfc']
1457,ntknetwork.com,['mbfc']
1458,nowtoronto.com,['mbfc']
1459,notallowedto.com,"['buzzfeed', 'opensources', 'mbfc', 'politifact']"
1460,nowtheendbegins.com,"['allcott', 'opensources', 'mbfc']"
1461,nottnews.com,['mbfc']
1462,nowthisnews.com,['mbfc']
1463,numbersusa.com,['mbfc']
1464,onlineconservativepress.com,"['opensources', 'mbfc']"
1465,nutritionfacts.org,"['opensources', 'mbfc']"
1466,occupydemocrats.com,"['allcott', 'opensources', 'mbfc']"
1467,offgridsurvival.com,"['opensources', 'mbfc']"
1468,180report.com,['mbfc']
1469,offendedamerica.com,['mbfc']
1470,oann.com,"['opensources', 'mbfc']"
1471,observeronline.news,"['mbfc', 'politifact']"
1472,oceana.org,['mbfc']
1473,oilandwaterdontmix.org,['mbfc']
1474,onenewsnow.com,['mbfc']
1475,occupy.com,"['opensources', 'mbfc']"
1476,onegreenplanet.org,['mbfc']
1477,ocweekly.com,['mbfc']
1478,oathkeepers.org,"['opensources', 'mbfc']"
1479,oilprice.com,['mbfc']
1480,oneindia.com,['mbfc']
1481,ocregister.com,['mbfc']
1482,ourhealthguides.com,['mbfc']
1483,openthegovernment.org,['mbfc']
1484,opendoorsusa.org,['mbfc']
1485,orlandosentinel.com,['mbfc']
1486,opednews.com,"['opensources', 'mbfc']"
1487,ottawacitizen.com,['mbfc']
1488,ourworldindata.org,['mbfc']
1489,ontarioproud.ca,['mbfc']
1490,oregonlive.com,['mbfc']
1491,ottawasun.com,['mbfc']
1492,openmagazines.com,"['opensources', 'mbfc', 'politifact']"
1493,oppositionreport.com,['mbfc']
1494,opslens.com,['mbfc']
1495,ourlandofthefree.com,"['mbfc', 'politifact']"
1496,opposingviews.com,['mbfc']
1497,opendemocracy.net,['mbfc']
1498,outsidethebeltway.com,['mbfc']
1499,parallax.news,['mbfc']
1500,oyez.org,['mbfc']
1501,patriotbeacon.com,['mbfc']
1502,ozy.com,['mbfc']
1503,paho.org,['mbfc']
1504,pakalertpress.com,"['opensources', 'mbfc']"
1505,patheos.com,['mbfc']
1506,patribotics.blog,['mbfc']
1507,patriotfires.com,['mbfc']
1508,pacificpundit.com,['mbfc']
1509,panampost.com,['mbfc']
1510,pastemagazine.com,['mbfc']
1511,guampdn.com,['mbfc']
1512,palmerreport.com,"['opensources', 'mbfc']"
1513,psmag.com,['mbfc']
1514,overpassesforamerica.com,"['allcott', 'mbfc']"
1515,pacificresearch.org,['mbfc']
1516,patch.com,['mbfc']
1517,patriotbeat.com,['mbfc']
1518,patriotretort.com,['mbfc']
1519,pfaw.org,['mbfc']
1520,peta.org,['mbfc']
1521,patriotsvoice.info,['mbfc']
1522,pnj.com,['mbfc']
1523,personalliberty.com,['mbfc']
1524,patrioticviralnews.com,['mbfc']
1525,patriotjournal.org,['mbfc']
1526,patriotupdate.com,"['opensources', 'mbfc']"
1527,peninsuladailynews.com,['mbfc']
1528,peacock-panache.com,['mbfc']
1529,patriotnewsalerts.com,['mbfc']
1530,pbs.org,['mbfc']
1531,piie.com,['mbfc']
1532,patrioticmillionaires.org,['mbfc']
1533,people.com,"['allcott', 'mbfc']"
1534,pewresearch.org,['mbfc']
1535,pgpf.org,['mbfc']
1536,patrioticexpress.com,['mbfc']
1537,patriotnewsdaily.com,"['opensources', 'mbfc']"
1538,plymouthpatriotpost.com,['mbfc']
1539,photographyisnotacrime.com,['mbfc']
1540,inquirer.net,['mbfc']
1541,pmnightlynews.com,['mbfc']
1542,poconorecord.com,['mbfc']
1543,triblive.com,['mbfc']
1544,policyed.org,['mbfc']
1545,inquirer.com,['mbfc']
1546,pjmedia.com,"['allcott', 'opensources', 'mbfc']"
1547,politicalblindspot.com,"['opensources', 'mbfc']"
1548,phys.org,['mbfc']
1549,pluralist.com,['mbfc']
1550,phoenixnewtimes.com,['mbfc']
1551,placesjournal.org,['mbfc']
1552,pinknews.co.uk,['mbfc']
1553,timespolice.com,['mbfc']
1554,post-gazette.com,['mbfc']
1555,politicalinbox.com,['mbfc']
1556,politicsthatwork.com,['mbfc']
1557,politicalwire.com,['mbfc']
1558,politicalears.com,"['opensources', 'mbfc']"
1559,politichicks.com,['mbfc']
1560,politicususa.com,"['allcott', 'opensources', 'mbfc']"
1561,politicer.com,['mbfc']
1562,ispp.org,['mbfc']
1563,politicoinfo.com,['mbfc']
1564,politifact.com,['mbfc']
1565,thepoliticalinsider.com,"['allcott', 'opensources', 'mbfc', 'politifact']"
1566,politicalsitenews.com,"['allcott', 'opensources', 'mbfc']"
1567,politicalcritique.org,['mbfc']
1568,politicalmayhem.news,"['mbfc', 'politifact']"
1569,mavenroundtable.io,['mbfc']
1570,politico.com,['mbfc']
1571,politicaldig.com,['mbfc']
1572,politicsnote.com,['mbfc']
1573,politicslive.net,['mbfc']
1574,populartechnology.net,['mbfc']
1575,prnewswire.mediaroom.com,['mbfc']
1576,pamplinmedia.com,['mbfc']
1577,pressherald.com,['mbfc']
1578,popsci.com,['mbfc']
1579,popularresistance.org,['mbfc']
1580,powderedwigsociety.com,['mbfc']
1581,politisite.com,['mbfc']
1582,politifact.news,['mbfc']
1583,polygraph.info,['mbfc']
1584,populistwire.com,['mbfc']
1585,prageru.com,['mbfc']
1586,politifeed.net,['mbfc']
1587,popularmechanics.com,['mbfc']
1588,politizoom.com,['mbfc']
1589,positive.news,['mbfc']
1590,populationconnection.org,['mbfc']
1591,powerlineblog.com,"['opensources', 'mbfc']"
1592,poynter.org,['mbfc']
1593,pressprogress.ca,['mbfc']
1594,progresstribune.com,['mbfc']
1595,prisonplanet.com,"['opensources', 'mbfc']"
1596,prepareforchange.net,['mbfc']
1597,progressivearmy.com,['mbfc']
1598,progressiveliberal.net,['mbfc']
1599,pravdareport.com,"['opensources', 'mbfc']"
1600,private-eye.co.uk,['mbfc']
1601,presstv.com,"['opensources', 'mbfc']"
1602,pnas.org,['mbfc']
1603,pressfortruth.ca,['mbfc']
1604,procon.org,['mbfc']
1605,prideof-america.org,['mbfc']
1606,prntly.com,"['allcott', 'opensources', 'mbfc', 'politifact']"
1607,prettycoolsite.com,['mbfc']
1608,president45donaldtrump.com,"['opensources', 'mbfc', 'politifact']"
1609,principia-scientific.org,['mbfc']
1610,providencejournal.com,['mbfc']
1611,propublica.org,['mbfc']
1612,publicinterestlegal.org,['mbfc']
1613,progressivestoday.com,"['opensources', 'mbfc']"
1614,propornot.com,['mbfc']
1615,proudemocrat.com,"['opensources', 'mbfc']"
1616,projectpurge.com,['mbfc']
1617,projectveritas.com,"['opensources', 'mbfc']"
1618,conservativesus.party,['mbfc']
1619,prophecynewswatch.com,['mbfc']
1620,psychologytoday.com,['mbfc']
1621,project-syndicate.org,['mbfc']
1622,projectcensored.org,['mbfc']
1623,citizen.org,['mbfc']
1624,psypost.org,['mbfc']
1625,proudleader.com,"['mbfc', 'politifact']"
1626,prospectmagazine.co.uk,['mbfc']
1627,pogo.org,['mbfc']
1628,prophecytoday.com,['mbfc']
1629,rstreet.org,['mbfc']
1630,qz.com,['mbfc']
1631,qanon.pub,['mbfc']
1632,quillette.com,['mbfc']
1633,rabble.ca,['mbfc']
1634,puppetstringnews.com,"['allcott', 'mbfc', 'politifact']"
1635,qctimes.com,['mbfc']
1636,quadrant.org.au,['mbfc']
1637,quantamagazine.org,['mbfc']
1638,rferl.org,['mbfc']
1639,quackwatch.org,['mbfc']
1640,punchingbagpost.com,['mbfc']
1641,rfa.org,['mbfc']
1642,plos.org,['mbfc']
1643,ncbi.nlm.nih.gov,['mbfc']
1644,redrocktribune.com,"['opensources', 'mbfc', 'politifact']"
1645,publicpolicypolling.com,['mbfc']
1646,prri.org,['mbfc']
1647,putintrump.org,['mbfc']
1648,queerty.com,['mbfc']
1649,rantt.com,['mbfc']
1650,readingthepictures.org,['mbfc']
1651,rapidcityjournal.com,['mbfc']
1652,reagancoalition.com,"['allcott', 'opensources', 'mbfc']"
1653,readconservatives.news,"['opensources', 'mbfc', 'politifact']"
1654,rapturenewsnetwork.com,['mbfc']
1655,reaganwasright.com,['mbfc']
1656,rawprogressive.com,['mbfc']
1657,rand.org,['mbfc']
1658,rappler.com,['mbfc']
1659,rationalwiki.org,['mbfc']
1660,realcleardefense.com,['mbfc']
1661,readersupportednews.org,['mbfc']
1662,newsobserver.com,['mbfc']
1663,rasmussenreports.com,['mbfc']
1664,react365.com,"['buzzfeed', 'opensources', 'mbfc', 'politifact']"
1665,rd.com,['mbfc']
1666,rawstory.com,"['allcott', 'opensources', 'mbfc']"
1667,redflagnews.com,"['allcott', 'opensources', 'mbfc']"
1668,realnews24.com,['mbfc']
1669,reason.com,['mbfc']
1670,redinfo.us,"['buzzfeed', 'mbfc', 'politifact']"
1671,realclearinvestigations.com,['mbfc']
1672,realjewnews.com,['mbfc']
1673,realclearpolicy.com,['mbfc']
1674,realtimepolitics.com,"['opensources', 'mbfc']"
1675,redalertpolitics.com,"['allcott', 'mbfc']"
1676,realclearscience.com,['mbfc']
1677,realfarmacy.com,"['opensources', 'mbfc']"
1678,redice.tv,['mbfc']
1679,realnewsrightnow.com,"['buzzfeed', 'opensources', 'mbfc', 'politifact']"
1680,recode.net,['mbfc']
1681,realclearpolitics.com,['mbfc']
1682,realclimate.org,['mbfc']
1683,therealnews.com,['mbfc']
1684,realmofhistory.com,['mbfc']
1685,realclearreligion.org,['mbfc']
1686,redcountry.us,"['opensources', 'mbfc', 'politifact']"
1687,redwhiteandright.com,['mbfc']
1688,redstatepundit.com,['mbfc']
1689,redstatewatcher.com,"['allcott', 'opensources', 'mbfc']"
1690,redpeople.us,['mbfc']
1691,reflectionofmind.org,"['mbfc', 'politifact']"
1692,redyouth.org,['mbfc']
1693,redpolitics.us,"['mbfc', 'politifact']"
1694,redoubtnews.com,['mbfc']
1695,valleynewslive.com,['mbfc']
1696,redstatewave.com,['mbfc']
1697,redstatedisaster.com,['mbfc']
1698,redorbit.com,['mbfc']
1699,reductress.com,"['opensources', 'mbfc']"
1700,rrtribune.com,['mbfc']
1701,redpepper.org.uk,['mbfc']
1702,reporterslab.org,['mbfc']
1703,leaderpost.com,['mbfc']
1704,rense.com,"['opensources', 'mbfc']"
1705,renewamerica.com,['mbfc']
1706,remingtonresearchgroup.com,['mbfc']
1707,represent.us,['mbfc']
1708,relevantmagazine.com,['mbfc']
1709,resourcewatch.org,['mbfc']
1710,researchgate.net,['mbfc']
1711,republicreport.org,['mbfc']
1712,republicanssucks.org,['mbfc']
1713,resistancemedia.org,['mbfc']
1714,republicworld.com,['mbfc']
1715,religionmind.com,"['opensources', 'mbfc', 'politifact']"
1716,religionnews.com,['mbfc']
1717,renewedright.com,['mbfc']
1718,rsf.org,['mbfc']
1719,resilience.org,['mbfc']
1720,revealnews.org,['mbfc']
1721,reuters.com,['mbfc']
1722,returntonow.net,['mbfc']
1723,revcom.us,['mbfc']
1724,returnofkings.com,"['opensources', 'mbfc']"
1725,retractionwatch.com,['mbfc']
1726,southjerseymechanic.com,['mbfc']
1727,revolution-news.com,['mbfc']
1728,rewire.news,['mbfc']
1729,restoreamericanglory.com,['mbfc']
1730,reverbpress.news,['mbfc']
1731,revolutionradio.org,['mbfc']
1732,ricochet.com,['mbfc']
1733,rightsmarts.com,['mbfc']
1734,rightalerts.com,['mbfc']
1735,rightwingnews.com,"['allcott', 'opensources', 'mbfc']"
1736,rightweb.irc-online.org,['mbfc']
1737,rightwingwatch.org,['mbfc']
1738,rockcitytimes.com,"['opensources', 'mbfc']"
1739,rinf.com,"['opensources', 'mbfc']"
1740,trofire.com,['mbfc']
1741,rollcall.com,['mbfc']
1742,rooseveltinstitute.org,['mbfc']
1743,ronpaullibertyreport.com,['mbfc']
1744,rightwing.news,['mbfc']
1745,russialies.com,['mbfc']
1746,rt.com,"['allcott', 'opensources', 'mbfc']"
1747,rte.ie,['mbfc']
1748,tass.com,['mbfc']
1749,russia-insider.com,"['opensources', 'mbfc']"
1750,rollingstone.com,['mbfc']
1751,rudaw.net,['mbfc']
1752,sandiegofreepress.org,['mbfc']
1753,santamariatimes.com,['mbfc']
1754,sfchronicle.com,['mbfc']
1755,ruthinstitute.org,['mbfc']
1756,sanmarcosrecord.com,['mbfc']
1757,srnnews.com,['mbfc']
1758,salon.com,['mbfc']
1759,independent.com,['mbfc']
1760,sfexaminer.com,['mbfc']
1761,sbsun.com,['mbfc']
1762,sltrib.com,['mbfc']
1763,sandiegoreader.com,['mbfc']
1764,mercurynews.com,['mbfc']
1765,sandiegouniontribune.com,['mbfc']
1766,mysanantonio.com,['mbfc']
1767,sfglobe.com,['mbfc']
1768,sanevax.org,['mbfc']
1769,sacbee.com,['mbfc']
1770,heraldtribune.com,['mbfc']
1771,savejersey.com,['mbfc']
1772,sciencedaily.com,['mbfc']
1773,scienceblogs.com,['mbfc']
1774,sciencebasedmedicine.org,['mbfc']
1775,scicentral.com,['mbfc']
1776,sciencedebate.org,['mbfc']
1777,savannahnow.com,['mbfc']
1778,scienceillustrated.com.au,['mbfc']
1779,satiratribune.com,"['opensources', 'mbfc', 'politifact']"
1780,sciencehistory.org,['mbfc']
1781,sciencefactz.com,['mbfc']
1782,sayfiereview.com,['mbfc']
1783,satirev.org,['mbfc']
1784,scarymommy.com,['mbfc']
1785,smobserved.com,['mbfc']
1786,schmedium.org,['mbfc']
1787,saudigazette.com.sa,['mbfc']
1788,thestarphoenix.com,['mbfc']
1789,seattlepi.com,['mbfc']
1790,secondnexus.com,['mbfc']
1791,scoopnest.com,['mbfc']
1792,scientificamerican.com,['mbfc']
1793,secureamericanow.org,['mbfc']
1794,scotusblog.com,['mbfc']
1795,scripps.ucsd.edu,['mbfc']
1796,seattletimes.com,['mbfc']
1797,scorchedearthnews.com,['mbfc']
1798,secretsofthefed.com,"['allcott', 'opensources', 'mbfc']"
1799,sentencingproject.org,['mbfc']
1800,sciencevibe.com,['mbfc']
1801,sciencetrends.com,['mbfc']
1802,seeker.com,['mbfc']
1803,scoopwhoop.com,['mbfc']
1804,scroll.in,['mbfc']
1805,sciencenews.org,['mbfc']
1806,sciencemag.org,['mbfc']
1807,sciencemediacentre.org,['mbfc']
1808,sciencealert.com,['mbfc']
1809,shadowproof.com,"['opensources', 'mbfc']"
1810,shu.plus,['mbfc']
1811,shareably.net,['mbfc']
1812,shameproject.com,['mbfc']
1813,sott.net,"['opensources', 'mbfc']"
1814,sfgate.com,['mbfc']
1815,sickchirpse.com,['mbfc']
1816,shareblue.com,"['opensources', 'mbfc']"
1817,sheepkillers.com,"['opensources', 'mbfc']"
1818,silenceisconsent.net,['mbfc']
1819,shorensteincenter.org,['mbfc']
1820,sharednewsreport.com,['mbfc']
1821,sentinelksmo.org,['mbfc']
1822,sgtreport.com,"['opensources', 'mbfc']"
1823,shoebat.com,"['opensources', 'mbfc']"
1824,shariawatch.org.uk,['mbfc']
1825,shtfplan.com,"['opensources', 'mbfc']"
1826,news.sky.com,['mbfc']
1827,skepticalraptor.com,['mbfc']
1828,simplepolitics.co.uk,['mbfc']
1829,skepticalscience.com,['mbfc']
1830,singularityhub.com,['mbfc']
1831,skepticink.com,['mbfc']
1832,smoloko.com,['mbfc']
1833,siouxcityjournal.com,['mbfc']
1834,sbgi.net,['mbfc']
1835,skeptoid.com,['mbfc']
1836,smartnews.com,['mbfc']
1837,snopes.com,['mbfc']
1838,slate.com,"['allcott', 'mbfc']"
1839,skeptiko.com,"['opensources', 'mbfc']"
1840,simpleorganicmedicine.com,['mbfc']
1841,skeptic.com,['mbfc']
1842,skyandtelescope.com,['mbfc']
1843,smithsonianmag.com,['mbfc']
1844,sonorannews.com,['mbfc']
1845,societyforscience.org,['mbfc']
1846,truthrevolt.org,"['opensources', 'mbfc']"
1847,sun-sentinel.com,['mbfc']
1848,space.com,['mbfc']
1849,southafricatoday.net,['mbfc']
1850,worldsocialism.org,['mbfc']
1851,sojo.net,['mbfc']
1852,sourcewatch.org,['mbfc']
1853,space.news,['mbfc']
1854,sootoday.com,['mbfc']
1855,cnntimes.online,['mbfc']
1856,sofrep.com,['mbfc']
1857,splcenter.org,['mbfc']
1858,southendnewsnetwork.net,['mbfc']
1859,socialistworker.org,['mbfc']
1860,scmp.com,['mbfc']
1861,stpete4peace.org,['mbfc']
1862,sbs.com.au,"['allcott', 'mbfc']"
1863,spiegel.de,['mbfc']
1864,"sportspickle.com(function(w,d,s,i)",['mbfc']
1865,standpointmag.co.uk,['mbfc']
1866,sctimes.com,['mbfc']
1867,squawker.org,['mbfc']
1868,staresattheworld.com,['mbfc']
1869,sputniknews.com,"['opensources', 'mbfc']"
1870,speisa.com,['mbfc']
1871,spectrumreport.com,['mbfc']
1872,splinternews.com,['mbfc']
1873,spiked-online.com,['mbfc']
1874,stgeorgegazette.com,"['mbfc', 'politifact']"
1875,twincities.com,['mbfc']
1876,nj.com,['mbfc']
1877,ny1.com,['mbfc']
1878,star-telegram.com,['mbfc']
1879,statnews.com,['mbfc']
1880,stonecoldtruth.com,['mbfc']
1881,stateofthenation2012.com,"['allcott', 'mbfc']"
1882,stiltonsplace.blogspot.com,['mbfc']
1883,stimson.org,['mbfc']
1884,stopfake.org,['mbfc']
1885,steadfastandloyal.com,['mbfc']
1886,stormfront.org,['mbfc']
1887,strategypage.com,['mbfc']
1888,silive.com,['mbfc']
1889,stormcloudsgathering.com,"['opensources', 'mbfc']"
1890,stocknewsusa.com,['mbfc']
1891,stripes.com,['mbfc']
1892,stillnessinthestorm.com,"['mbfc', 'politifact']"
1893,stocksnewsdaily.com,['mbfc']
1894,strategic-culture.org,"['opensources', 'mbfc']"
1895,stepfeed.com,['mbfc']
1896,statefort.com,['mbfc']
1897,statesmanjournal.com,['mbfc']
1898,stuff.co.nz,['mbfc']
1899,stubhillnews.com,['mbfc']
1900,sustainablepulse.com,['mbfc']
1901,sundaysportonline.co.uk,['mbfc']
1902,sunlightfoundation.com,['mbfc']
1903,swampdrain.com,['mbfc']
1904,stratfor.com,['mbfc']
1905,sundayinquirer.com,['mbfc']
1906,surenews.com,"['opensources', 'mbfc']"
1907,swarajyamag.com,['mbfc']
1908,studentnewsdaily.com,['mbfc']
1909,svijmedia.com,['mbfc']
1910,stuppid.com,"['buzzfeed', 'opensources', 'mbfc']"
1911,studionewsnetwork.com,['mbfc']
1912,subjectpolitics.com,"['allcott', 'opensources', 'mbfc']"
1913,swissinfo.ch,['mbfc']
1914,tampabay.com,['mbfc']
1915,taxpolicycenter.org,['mbfc']
1916,tbo.com,['mbfc']
1917,westernjournalism.com,"['allcott', 'opensources', 'mbfc']"
1918,teaparty.org,"['allcott', 'opensources', 'mbfc', 'politifact']"
1919,takepart.com,['mbfc']
1920,taskandpurpose.com,['mbfc']
1921,tdtalliance.com,"['allcott', 'opensources', 'mbfc', 'politifact']"
1922,takimag.com,['mbfc']
1923,tashnews.com,['mbfc']
1924,taipeitimes.com,['mbfc']
1925,taiwannews.com.tw,['mbfc']
1926,talkingpointsmemo.com,"['allcott', 'mbfc']"
1927,tasnimnews.com,['mbfc']
1928,syriana-analysis.com,['mbfc']
1929,tabletmag.com,['mbfc']
1930,taxjustice.net,['mbfc']
1931,tdnewswire.com,"['allcott', 'opensources', 'mbfc']"
1932,tallahassee.com,['mbfc']
1933,taxfoundation.org,['mbfc']
1934,techdirt.com,['mbfc']
1935,tharawat-magazine.com,['mbfc']
1936,teapartypatriots.org,['mbfc']
1937,aip.org,['mbfc']
1938,thatsnonsense.com,['mbfc']
1939,tmn.today,"['allcott', 'mbfc']"
1940,teapartytribune.com,"['opensources', 'mbfc']"
1941,texasstandard.org,['mbfc']
1942,theage.com.au,['mbfc']
1943,techcrunch.com,['mbfc']
1944,teddystick.com,"['mbfc', 'politifact']"
1945,telesurtv.net,['mbfc']
1946,texastribune.org,['mbfc']
1947,techxplore.com,['mbfc']
1948,texasmonthly.com,['mbfc']
1949,adelaidenow.com.au,['mbfc']
1950,thatsprettygoodscience.com,['mbfc']
1951,algemeiner.com,['mbfc']
1952,austinchronicle.com,['mbfc']
1953,asahi.com,['mbfc']
1954,atlbanana.com,['mbfc']
1955,prospect.org,['mbfc']
1956,theautomaticearth.com,['mbfc']
1957,theamericanmirror.com,"['allcott', 'opensources', 'mbfc']"
1958,chronicle.augusta.com,['mbfc']
1959,theamericancause.org,"['opensources', 'mbfc']"
1960,theamericanconservative.com,['mbfc']
1961,angrypatriotmovement.com,"['allcott', 'opensources', 'mbfc', 'politifact']"
1962,theaustralian.com.au,['mbfc']
1963,auburnpub.com,['mbfc']
1964,the-american-interest.com,['mbfc']
1965,americanindependent.com,['mbfc']
1966,theaware.net,['mbfc']
1967,thebaffler.com,['mbfc']
1968,theantimedia.com,['mbfc']
1969,awazetribune.com,"['opensources', 'mbfc']"
1970,budapestbeacon.com,['mbfc']
1971,betootaadvocate.com,"['opensources', 'mbfc']"
1972,thebeaverton.com,"['opensources', 'mbfc']"
1973,theburningspear.com,['mbfc']
1974,thebureauinvestigates.com,['mbfc']
1975,thecanadianpress.com,['mbfc']
1976,carepublican.com,['mbfc']
1977,theblaze.com,"['allcott', 'opensources', 'mbfc']"
1978,theblacksphere.net,['mbfc']
1979,thebalance.com,['mbfc']
1980,thebulwark.com,['mbfc']
1981,thecanary.co,['mbfc']
1982,bmj.com,['mbfc']
1983,blue-route.org,['mbfc']
1984,corbettreport.com,"['opensources', 'mbfc']"
1985,thechristianleft.org,['mbfc']
1986,theconservativebrief.com,['mbfc']
1987,chaser.com.au,"['opensources', 'mbfc']"
1988,chinapost.com.tw,['mbfc']
1989,climaterealityproject.org,['mbfc']
1990,thecitizen.org.au,['mbfc']
1991,thecollegefix.com,['mbfc']
1992,thecitizenpress.com,['mbfc']
1993,chronicle.com,['mbfc']
1994,thechronicleherald.ca,['mbfc']
1995,thecontroversialfiles.net,"['opensources', 'mbfc']"
1996,theconversation.com,['mbfc']
1997,conservativewoman.co.uk,['mbfc']
1998,thecipherbrief.com,['mbfc']
1999,tcf.org,['mbfc']
2000,thecommonsenseshow.com,"['opensources', 'mbfc']"
2001,theconservativenut.gop,['mbfc']
2002,thedailybanter.com,['mbfc']
2003,thedailymire.com,['mbfc']
2004,thedailycentrist.com,['mbfc']
2005,thedailycheck.net,['mbfc']
2006,couriermail.com.au,['mbfc']
2007,dailyhive.com,['mbfc']
2008,tdn.com,['mbfc']
2009,the-daily.buzz,['mbfc']
2010,thedailydefender.com,['mbfc']
2011,canadians.org,['mbfc']
2012,courier-journal.com,['mbfc']
2013,dailygazette.com,['mbfc']
2014,thedailyconspiracy.com,['mbfc']
2015,dailyclimate.org,['mbfc']
2016,daily49er.com,['mbfc']
2017,thedailybell.com,"['opensources', 'mbfc']"
2018,dailydiscord.com,"['opensources', 'mbfc']"
2019,crusaderjournal.com,['mbfc']
2020,thedailymash.co.uk,"['opensources', 'mbfc']"
2021,dailywire.com,"['allcott', 'opensources', 'mbfc']"
2022,defconwarningsystem.com,['mbfc']
2023,theduran.com,"['allcott', 'opensources', 'mbfc']"
2024,durangoherald.com,['mbfc']
2025,thediplomat.com,['mbfc']
2026,the-daily-news.co.uk,['mbfc']
2027,dworkinreport.com,['mbfc']
2028,thedailysheeple.com,"['opensources', 'mbfc']"
2029,theday.com,['mbfc']
2030,dandygoat.com,"['opensources', 'mbfc']"
2031,democratichub.com,['mbfc']
2032,dcclothesline.com,"['allcott', 'opensources', 'mbfc']"
2033,thedailyvox.co.za,['mbfc']
2034,dc-chronicle.com,['mbfc']
2035,dailyprogress.com,['mbfc']
2036,dailytarheel.com,['mbfc']
2037,thedeplorablesociety.com,['mbfc']
2038,dailynorthwestern.com,['mbfc']
2039,dailytelegraph.com.au,"['opensources', 'mbfc']"
2040,fakenewscodex.com,['mbfc']
2041,thefederalist.com,['mbfc']
2042,theestablishment.co,['mbfc']
2043,thefiscaltimes.com,['mbfc']
2044,theepochtimes.com,['mbfc']
2045,economist.com,['mbfc']
2046,thefreepatriot.org,"['allcott', 'opensources', 'mbfc']"
2047,theeventchronicle.com,"['opensources', 'mbfc']"
2048,ecfr.eu,['mbfc']
2049,economictimes.indiatimes.com,['mbfc']
2050,theforbiddenknowledge.com,"['opensources', 'mbfc']"
2051,thefloridasqueeze.com,['mbfc']
2052,thefederalistpapers.org,"['allcott', 'opensources', 'mbfc']"
2053,eutimes.net,"['allcott', 'opensources', 'mbfc']"
2054,lehighvalleylive.com,['mbfc']
2055,fairus.org,['mbfc']
2056,theecjournal.com,['mbfc']
2057,forward.com,['mbfc']
2058,heraldnet.com,['mbfc']
2059,thegatewaypundit.com,"['allcott', 'opensources', 'mbfc', 'politifact']"
2060,freetelegraph.com,['mbfc']
2061,halfwaypost.com,"['mbfc', 'politifact']"
2062,thegazette.com,['mbfc']
2063,thehilltalk.com,['mbfc']
2064,thehornnews.com,['mbfc']
2065,theheartysoul.com,['mbfc']
2066,thehardtimes.net,"['opensources', 'mbfc']"
2067,theguardian.com,['mbfc']
2068,newsite.thehindu.com,['mbfc']
2069,theglobeandmail.com,['mbfc']
2070,thehill.com,['mbfc']
2071,thefrisky.com,['mbfc']
2072,heraldsun.com,['mbfc']
2073,thehayride.com,"['allcott', 'mbfc']"
2074,thegoldwater.com,"['opensources', 'mbfc']"
2075,thefingnews.com,['mbfc']
2076,jpost.com,['mbfc']
2077,theintercept.com,"['opensources', 'mbfc']"
2078,indianexpress.com,['mbfc']
2079,theintellectualist.co,"['allcott', 'mbfc']"
2080,irrawaddy.com,['mbfc']
2081,the-japan-news.com,['mbfc']
2082,theimproper.com,['mbfc']
2083,thejacknews.com,['mbfc']
2084,jordantimes.com,['mbfc']
2085,jewishpress.com,['mbfc']
2086,independent.co.uk,"['allcott', 'mbfc']"
2087,independent.org,['mbfc']
2088,thejakartapost.com,['mbfc']
2089,indypendent.org,['mbfc']
2090,irishtimes.com,['mbfc']
2091,thehumanist.com,['mbfc']
2092,thelastgreatstand.com,"['opensources', 'mbfc']"
2093,journalstandard.com,['mbfc']
2094,thelocal.no,['mbfc']
2095,thelibertyeagle.com,['mbfc']
2096,lohud.com,['mbfc']
2097,memepoliceman.com,['mbfc']
2098,theknifemedia.com,['mbfc']
2099,lastresistance.com,['mbfc']
2100,themarysue.com,['mbfc']
2101,thelapine.ca,['mbfc']
